human_id,ST,host_source_raw,collection_year,country,country_base_label,country_harmonised,country_iso_alpha2,country_iso_alpha3,country_iso_numeric,country_harmonisation_status
SAMEA8264101,ST2791,Homo sapiens,2019,Kosovo,Kosovo,Kosovo,,,,non_iso_entity
SAMEA8264104,ST397,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264106,ST1864,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264107,ST3068,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264108,ST432,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264109,ST6,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264110,ST147,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264111,ST2096,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264114,ST16,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264116,ST16,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264121,ST147,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264124,ST23,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264126,ST323,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264131,ST16,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264135,ST15,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264141,ST14,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264142,ST14,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264143,ST14,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264144,ST16,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264146,ST14,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264147,ST14,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA8264149,ST101,Homo sapiens,2019,Turkey,Turkey,Türkiye,TR,TUR,792,iso_3166_1
SAMEA9453088,ST433,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453092,ST1623,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453095,ST225,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453105,ST309,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453110,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453112,ST14,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453113,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453114,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453116,ST15,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453118,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453119,ST37,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453132,ST846,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453136,ST14,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453140,ST1271,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453148,ST846,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453149,ST11,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453152,ST34,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453155,ST14,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453157,ST405,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453167,ST20,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453169,ST45,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453170,ST323,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453172,ST3661,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453176,ST101,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453179,ST35,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453180,ST307,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453183,ST461,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453189,ST35,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453190,ST278,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453191,ST485,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453193,ST34,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453197,ST15,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453198,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453199,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453201,ST462,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453204,ST23,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453206,ST307,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453207,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453209,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453211,ST395,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453213,ST13,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453223,ST20,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453229,ST485,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453239,ST485,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453240,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453242,ST163,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453243,ST23,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453244,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453246,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453248,ST15,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453252,ST950,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453254,ST147,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453258,ST485,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453260,ST380,Homo sapiens,2019,Czechia,Czechia,Czechia,CZ,CZE,203,iso_3166_1
SAMEA9453265,ST17,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453266,ST2582,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453268,ST163,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453270,ST37,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453273,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453274,ST15,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453277,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453281,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453285,ST6,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453289,ST45,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453290,ST8,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453292,ST307,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453294,ST35,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453296,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453298,ST221,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453300,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453303,ST14,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453304,ST1198,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453306,ST2108,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453308,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453311,ST4253,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453312,ST8,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453314,ST307,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453316,ST307,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453319,ST307,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453320,ST307,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453322,ST37,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453327,ST4430,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453328,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453330,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453332,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453335,ST48,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453336,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453338,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453340,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453342,ST1271,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453344,ST6,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453348,ST29,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453350,ST15,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453352,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453354,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453356,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453358,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453361,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453365,ST45,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453371,ST48,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453374,ST253,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453375,ST870,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453377,ST29,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453380,ST290,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453383,ST15,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453385,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453387,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453389,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453391,ST16,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453393,ST14,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453395,ST5,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453398,ST45,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453403,ST111,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453405,ST273,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453406,ST24,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453408,ST215,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453409,ST307,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453415,ST392,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453421,ST792,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453424,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453425,ST23,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453426,ST14,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453429,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453430,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453431,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453434,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453435,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453438,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453441,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453442,ST584,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453444,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453446,ST101,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453448,ST147,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453450,ST4787,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453452,ST437,Homo sapiens,2019,Croatia,Croatia,Croatia,HR,HRV,191,iso_3166_1
SAMEA9453454,ST465,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453456,ST54,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453464,ST17,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453466,ST14,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453468,ST2498,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453470,ST20,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453478,ST13,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453480,ST323,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453484,ST127,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453487,ST252,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453495,ST307,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453497,ST48,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453501,ST336,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453503,ST3702,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453504,ST11,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453513,ST11,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453514,ST20,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453520,ST307,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453521,ST307,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453525,ST17,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453527,ST29,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453531,ST258,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453533,ST258,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453536,ST14,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453538,ST478,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453539,ST2096,Homo sapiens,2019,United Kingdom,United Kingdom,United Kingdom,GB,GBR,826,iso_3166_1
SAMEA9453541,ST2856,Homo sapiens,2019,Spain,Spain,Spain,ES,ESP,724,iso_3166_1
SAMEA9453544,ST34,Homo sapiens,2019,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BA,BIH,070,iso_3166_1
SAMEA9453546,ST101,Homo sapiens,2019,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BA,BIH,070,iso_3166_1
SAMEA9453548,ST101,Homo sapiens,2019,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BA,BIH,070,iso_3166_1
SAMEA9453550,ST395,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453552,ST101,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453555,ST2248,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453557,ST14,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453560,ST101,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453562,ST14,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453564,ST101,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453566,ST101,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453568,ST101,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453569,ST101,Homo sapiens,2019,Serbia,Serbia,Serbia,RS,SRB,688,iso_3166_1
SAMEA9453571,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453572,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453575,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453576,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453578,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453580,ST392,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453582,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453584,ST258,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453588,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453589,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453592,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453593,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453594,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453597,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453599,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453601,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453603,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453605,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453607,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453609,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453611,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453613,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453615,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453617,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453619,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453621,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453625,ST392,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453627,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453629,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453633,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453635,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453637,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453638,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453640,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453642,ST258,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453643,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453646,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453647,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453650,ST395,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453652,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453654,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453655,ST101,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453657,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453658,ST34,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453660,ST34,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453661,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453665,ST512,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453667,ST147,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
SAMEA9453668,ST307,Homo sapiens,2019,Italy,Italy,Italy,IT,ITA,380,iso_3166_1
